O_G,O_A,O_B,O_C,Ir,Iy,Ib,Vr,Vy,Vb
1,1,1,0,95.84349619,-581.5757895,-54.27472173,-158.231425,721.362961,-3946.33019
1,1,1,0,101.2714824,-617.3317,-52.62888383,-197.689393,398.814581,-3880.757969
1,1,1,0,105.8102599,-655.9501412,-59.36918776,-248.196795,49.883691,-3913.979872
1,1,1,0,108.5981679,-686.1107443,-71.26372415,-319.360371,-189.516756,-4004.736637
1,1,1,0,111.0988729,-700.2248496,-77.15430256,-393.610767,-233.646116,-4019.317698
1,1,1,0,115.8277147,-697.9022658,-71.1710737,-440.570086,-83.494906,-3889.206959
1,1,1,0,123.6047475,-687.1165114,-61.12619201,-451.525987,159.438763,-3711.553703
1,1,1,0,135.3886705,-677.5144949,-56.09659239,-416.244477,377.758337,-3596.212686
1,1,1,0,152.1352656,-675.3199414,-55.98390376,-324.979633,497.802503,-3540.762423
1,1,1,0,172.8097495,-682.0963598,-55.32194683,-191.471203,504.652335,-3478.015882
1,1,1,0,194.4960059,-695.0494147,-50.66956663,-51.730261,434.783877,-3367.147124
1,1,1,0,212.3462991,-710.2403778,-44.96158947,37.040201,338.180898,-3243.829215
1,1,1,0,220.9739545,-725.775464,-44.57626022,12.565498,238.001038,-3184.440182
1,1,1,0,219.648696,-739.9129963,-50.37821385,-130.215074,155.162865,-3197.618776
1,1,1,0,213.9270321,-750.2678497,-56.56831871,-321.702623,116.976585,-3212.422345
1,1,1,0,211.0214002,-756.3673679,-58.32355001,-474.336126,128.032465,-3170.980615
1,1,1,0,215.1684538,-760.8048377,-56.24088584,-539.033726,155.684617,-3082.103497
1,1,1,0,226.6637118,-766.8319936,-54.20325674,-514.987836,160.944916,-2993.327326
1,1,1,0,243.4474383,-775.4128434,-54.71135335,-429.766887,132.596398,-2934.783357
1,1,1,0,263.1994938,-783.9869248,-55.76577711,-312.890545,102.191584,-2881.940655
1,1,1,0,283.1517943,-789.3834401,-53.91903401,-198.180994,107.350771,-2793.622568
1,1,1,0,299.6397608,-791.1577259,-49.43845457,-128.761182,152.606333,-2673.68123
1,1,1,0,310.0588781,-791.5113821,-46.00076278,-134.123605,210.345311,-2566.853531
1,1,1,0,315.086798,-792.8872231,-46.12226977,-203.720561,251.27157,-2502.715633
1,1,1,0,318.0643053,-796.8384993,-48.71980785,-295.790165,257.322461,-2467.283368
1,1,1,0,322.725414,-803.7370648,-50.62996583,-365.066713,225.384478,-2421.950784
1,1,1,0,330.9761496,-813.1332714,-50.3707421,-389.56401,161.939965,-2349.265611
1,1,1,0,342.2459036,-823.8783645,-49.58186258,-377.371071,81.76443,-2269.3902
1,1,1,0,354.6837263,-834.0717494,-50.28030506,-351.734603,7.766297,-2206.74762
1,1,1,0,366.8084591,-841.3403313,-51.95038395,-330.670549,-32.056365,-2154.814816
1,1,1,0,378.051869,-844.2015377,-52.44948709,-320.800018,-21.308815,-2087.85687
1,1,1,0,388.5734944,-843.0355176,-50.7237597,-319.762135,33.961136,-1993.660647
1,1,1,0,398.7380341,-840.1664312,-48.04095691,-322.877786,104.679817,-1888.098949
1,1,1,0,408.891101,-838.5662348,-46.48201644,-325.805766,155.11386,-1796.272478
1,1,1,0,419.4853928,-840.1154446,-46.59609354,-323.169429,163.484838,-1724.450332
1,1,1,0,430.9601272,-844.6441234,-47.04902811,-309.84272,133.205127,-1656.154445
1,1,1,0,443.0198083,-850.7345122,-46.63430336,-289.574824,82.383059,-1576.857601
1,1,1,0,454.4856997,-856.8249888,-45.67684141,-276.462626,30.317826,-1490.652152
1,1,1,0,464.1298361,-861.8150393,-45.36064153,-284.829149,-9.902101,-1411.86628
1,1,1,0,471.8032572,-864.9865612,-46.08689644,-315.743164,-30.155818,-1345.117477
1,1,1,0,478.6680679,-866.0949352,-46.92628325,-354.675761,-28.230752,-1279.072828
1,1,1,0,486.3687507,-865.5701462,-46.69099272,-381.771984,-9.936575,-1199.557458
1,1,1,0,495.8836271,-864.5969655,-45.35914407,-385.720181,10.144926,-1106.677286
1,1,1,0,507.188675,-864.370895,-43.95549071,-367.506183,17.737071,-1013.03059
1,1,1,0,519.6017264,-865.3016832,-43.25770369,-335.923533,8.351255,-927.968239
1,1,1,0,532.2215689,-866.7987484,-42.98479995,-302.068041,-10.470548,-847.944405
1,1,1,0,544.1165838,-867.9296924,-42.37638112,-277.003485,-27.302363,-763.756532
1,1,1,0,554.5356072,-868.1102548,-41.22701815,-269.293893,-35.245001,-673.041633
1,1,1,0,563.1789024,-867.4545336,-40.15805589,-281.868378,-35.886015,-583.364375
1,1,1,0,570.47802,-866.4600779,-39.77117011,-308.917488,-35.397538,-501.897396
1,1,1,0,577.4756703,-865.6079495,-39.88801976,-337.545813,-39.506841,-426.320455
1,1,1,0,585.2920154,-865.0877257,-39.78154653,-354.362272,-50.349618,-347.830725
1,1,1,0,594.4740164,-864.856923,-39.05558142,-353.182401,-67.155814,-261.776889
1,1,1,0,604.7735921,-864.6656226,-38.00137302,-337.499052,-86.797194,-171.860601
1,1,1,0,615.41528,-864.1335359,-37.14900367,-316.944716,-104.627622,-84.529786
1,1,1,0,625.6559058,-862.7809271,-36.58790373,-300.498616,-115.060154,-8.40E-01
1,1,1,0,635.129969,-860.2958079,-35.93967025,-292.319247,-114.574218,83.80361
1,1,1,0,643.8560382,-856.7866597,-34.90403705,-291.883658,-104.831089,172.934586
1,1,1,0,652.039495,-852.8671255,-33.67645573,-296.425349,-93.337244,264.115885
1,1,1,0,659.9753234,-849.2809232,-32.69000578,-302.252423,-89.017918,352.095909
1,1,1,0,667.9795438,-846.4679923,-32.10888358,-305.512537,-96.808481,434.99577
1,1,1,0,676.284707,-844.3114224,-31.65627902,-303.507017,-114.974596,516.211575
1,1,1,0,684.8617035,-842.3298501,-30.98357022,-296.682023,-137.387118,599.952705
1,1,1,0,693.4038391,-839.975694,-30.05777188,-288.811204,-157.43783,686.513564
1,1,1,0,701.5273499,-836.889403,-29.14086598,-284.43195,-170.86058,772.691315
1,1,1,0,709.0824101,-832.9209879,-28.40070966,-285.212389,-176.14113,856.436735
1,1,1,0,716.2503276,-828.152742,-27.70963189,-288.784969,-174.451816,939.323066
1,1,1,0,723.3933037,-822.8598566,-26.82226831,-290.745169,-169.328027,1024.251635
1,1,1,0,730.7789588,-817.4599556,-25.70608443,-287.900613,-165.756833,1111.560164
1,1,1,0,738.441508,-812.3043303,-24.5764445,-279.984463,-167.901151,1198.573618
1,1,1,0,746.204435,-807.5072848,-23.64527548,-269.199832,-176.856416,1282.768311
1,1,1,0,753.8156894,-802.8662409,-22.87960815,-258.625708,-190.040752,1364.56111
1,1,1,0,761.039971,-798.0330081,-22.08721798,-250.990454,-203.094639,1446.310096
1,1,1,0,767.7273885,-792.7249317,-21.16040406,-247.966851,-212.697463,1529.259457
1,1,1,0,773.8553852,-786.888899,-20.19206609,-249.616323,-218.239989,1612.271397
1,1,1,0,779.5763113,-780.6485497,-19.31837232,-253.977163,-221.364121,1693.666172
1,1,1,0,785.1756711,-774.193274,-18.53753042,-257.523332,-224.318424,1773.497539
1,1,1,0,790.9459177,-767.6484884,-17.70602948,-256.806605,-228.641589,1853.462149
1,1,1,0,797.0099737,-761.0654107,-16.72543345,-250.449881,-234.811225,1934.726871
1,1,1,0,803.2562845,-754.4133015,-15.65197558,-239.955353,-242.439285,2016.534773
1,1,1,0,809.4142343,-747.6085455,-14.62517054,-228.621283,-250.399622,2097.200688
1,1,1,0,815.2281251,-740.5202099,-13.6984422,-219.51468,-257.164864,2176.060557
1,1,1,0,820.570791,-733.0538068,-12.80326561,-214.026098,-261.562444,2253.973249
1,1,1,0,825.4648553,-725.2142572,-11.85156341,-211.767325,-263.756658,2331.963722
1,1,1,0,830.0209452,-717.1412737,-10.85519985,-211.268233,-265.384471,2409.886677
1,1,1,0,834.3851415,-709.014669,-9.896792241,-210.737032,-268.631451,2486.70521
1,1,1,0,838.6885744,-700.9491945,-9.021060006,-208.572892,-274.722426,2561.905632
1,1,1,0,843.0092419,-692.9140437,-8.171393448,-203.906263,-283.233214,2636.147954
1,1,1,0,847.3269165,-684.77953,-7.263129344,-197.013674,-292.456791,2710.458245
1,1,1,0,851.5323633,-676.3902034,-6.276393939,-189.267617,-300.551482,2785.016223
1,1,1,0,855.4854852,-667.6508718,-5.27239221,-182.318906,-306.334413,2859.074724
1,1,1,0,859.1072889,-658.5392496,-4.307294788,-177.088439,-309.644016,2931.917692
1,1,1,0,862.4179377,-649.1118882,-3.373186186,-173.243598,-311.144471,3003.658625
1,1,1,0,865.5112108,-639.471998,-2.418871329,-169.631572,-312.144008,3074.880919
1,1,1,0,868.4768581,-629.7484167,-1.428447414,-165.137962,-314.098411,3145.778779
1,1,1,0,871.3505352,-620.0334945,-0.440384399,-159.372653,-318.094964,3215.847283
1,1,1,0,874.1032285,-610.3459116,0.497873194,-152.684477,-324.201691,3284.530205
1,1,1,0,876.6745737,-600.609436,1.39113731,-145.829002,-331.466201,3351.864065
1,1,1,0,879.0010012,-590.707154,2.285346997,-139.53247,-338.374234,3418.418861
1,1,1,0,881.0419595,-580.5415674,3.216088304,-134.267331,-343.796035,3484.58341
1,1,1,0,882.790982,-570.0919783,4.170089556,-130.044959,-347.445406,3550.195286
1,1,1,0,884.2882107,-559.4016975,5.114232824,-126.366669,-349.910847,3614.815666
1,1,1,0,885.6060823,-548.5481861,6.037529483,-122.326127,-352.065472,3678.321988
1,1,1,0,886.8172176,-537.5938609,6.964008306,-117.084517,-354.675772,3740.972048
1,1,1,0,887.9475139,-526.5745183,7.91447739,-110.344036,-358.065719,3803.020397
1,1,1,0,888.9610654,-515.4878453,8.879637092,-102.590741,-362.193832,3864.31606
1,1,1,0,889.7785569,-504.3069996,9.827399508,-94.772964,-366.631386,3924.479273
1,1,1,0,890.326026,-492.9859365,10.74229206,-87.785071,-370.83123,3983.298616
1,1,1,0,890.5679863,-481.4901138,11.63782738,-81.997938,-374.305162,4040.952696
1,1,1,0,890.5182761,-469.8126095,12.5388751,-77.222266,-377.00091,4097.713213
1,1,1,0,890.2214097,-457.9876226,13.45003724,-72.873955,-379.264336,4153.640469
1,1,1,0,889.7326449,-446.0642394,14.35716625,-68.298032,-381.697954,4208.531536
1,1,1,0,889.0953642,-434.0812614,15.24780866,-62.967124,-384.674367,4262.244492
1,1,1,0,888.3290154,-422.0397397,16.13060713,-56.691426,-388.193135,4314.85648
1,1,1,0,887.4190296,-409.9129424,17.02232446,-49.656673,-391.836643,4366.575356
1,1,1,0,886.3250638,-397.661674,17.92849813,-42.383627,-395.136742,4417.435099
1,1,1,0,884.9989691,-385.2622215,18.83490159,-35.436071,-397.740409,4467.267354
1,1,1,0,883.4125055,-372.7112461,19.72601169,-29.157579,-399.63022,4515.858523
1,1,1,0,881.568819,-360.0303375,20.59937767,-23.47565,-401.004241,4563.189983
1,1,1,0,879.4979557,-347.2527224,21.46602702,-18.033048,-402.27132,4609.371954
1,1,1,0,877.2338724,-334.4166952,22.33244867,-12.406108,-403.808614,4654.490313
1,1,1,0,874.7972941,-321.546395,23.19410413,-6.373983,-405.889847,4698.465167
1,1,1,0,872.1871619,-308.6451997,24.04130475,4.77E-02,-408.457962,4741.188034
1,1,1,0,869.3884028,-295.6898682,24.874259,6.646233,-411.215882,4782.640148
1,1,1,0,866.3805925,-282.6478018,25.70229801,13.180915,-413.691564,4822.942289
1,1,1,0,863.1491075,-269.4922784,26.53458528,19.458131,-415.569231,4862.18051
1,1,1,0,859.6895517,-256.2208762,27.3689151,25.439843,-416.761268,4900.332239
1,1,1,0,856.0118823,-242.8515026,28.19689807,31.230727,-417.493681,4937.272824
1,1,1,0,852.1352969,-229.4150248,29.01277771,37.068735,-418.071148,4972.940511
1,1,1,0,848.0801548,-215.937377,29.819676,43.170369,-418.796433,5007.353582
1,1,1,0,843.8549244,-202.4344862,30.62197886,49.63024,-419.777688,5040.572625
1,1,1,0,839.452205,-188.9065797,31.41926244,56.324631,-420.997137,5072.572725
1,1,1,0,834.8520798,-175.3447573,32.20511253,63.009969,-422.265954,5103.284439
1,1,1,0,830.0354748,-161.7337225,32.9759562,69.434398,-423.387426,5132.648092
1,1,1,0,824.9935718,-148.0631174,33.73428376,75.499974,-424.168921,5160.703229
1,1,1,0,819.7325553,-134.3312499,34.48658793,81.265228,-424.586459,5187.511406
1,1,1,0,814.2680912,-120.5501253,35.235135,86.922704,-424.720912,5213.106624
1,1,1,0,808.6189102,-106.7372684,35.97739775,92.670985,-424.773657,5237.440868
1,1,1,0,802.7985774,-92.90942886,36.70932684,98.663059,-424.874175,5260.472668
1,1,1,0,796.8122691,-79.07257118,37.43127566,104.924171,-425.074925,5282.1912
1,1,1,0,790.6544964,-65.2240469,38.14590527,111.373614,-425.269933,5302.636427
1,1,1,0,784.3129722,-51.3552786,38.85467291,117.830339,-425.339167,5321.811011
1,1,1,0,777.7738776,-37.46121027,39.55445412,124.121514,-425.156094,5339.6849
1,1,1,0,771.0302009,-23.54200518,40.24149714,130.139218,-424.711364,5356.200135
1,1,1,0,764.0847873,-9.605828207,40.91451089,135.915813,-424.041013,5371.350699
1,1,1,0,756.9495166,4.335905214,41.5761233,141.569428,-423.267526,5385.157239
1,1,1,0,749.6380563,18.27000414,42.22851264,147.25469,-422.4825,5397.654834
1,1,1,0,742.1602818,32.18778366,42.87163748,153.056365,-421.768226,5408.831615
1,1,1,0,734.5184471,46.08594651,43.50331577,158.984067,-421.094355,5418.669927
1,1,1,0,726.7093229,59.96880259,44.1231127,164.96282,-420.386538,5427.154535
1,1,1,0,718.7269449,73.84278104,44.7324393,170.90502,-419.503337,5434.311476
1,1,1,0,710.5670475,87.71290054,45.33329068,176.727859,-418.368038,5440.155149
1,1,1,0,702.2287481,101.5767801,45.92505293,182.408171,-416.951799,5444.686621
1,1,1,0,693.7161479,115.4261974,46.50559028,187.965151,-415.337901,5447.87155
1,1,1,0,685.036503,129.2486629,47.07287555,193.470948,-413.616984,5449.695174
1,1,1,0,676.1980316,143.0335861,47.62724917,198.990011,-411.894296,5450.154908
1,1,1,0,667.2058018,156.7737025,48.16971107,204.562776,-410.193124,5449.272895
1,1,1,0,658.0605269,170.4673887,48.70069723,210.160511,-408.507418,5447.048222
1,1,1,0,648.7589323,184.1158851,49.21900496,215.722738,-406.759991,5443.476445
1,1,1,0,639.2976062,197.7224476,49.72387878,221.173722,-404.889122,5438.543407
1,1,1,0,629.6756466,211.2882035,50.21563276,226.484082,-402.824609,5432.263441
1,1,1,0,619.8965577,224.8114504,50.69575876,231.662882,-400.567486,5424.650088
1,1,1,0,609.966679,238.2858271,51.16476591,236.766156,-398.139841,5415.719661
1,1,1,0,599.8934545,251.703249,51.62207689,241.84699,-395.617486,5405.461226
1,1,1,0,589.6826786,265.0555039,52.06636629,246.950165,-393.042529,5393.869426
1,1,1,0,579.3376421,278.3378596,52.49733623,252.075582,-390.446958,5380.938068
1,1,1,0,568.8584115,291.548347,52.91527821,257.197347,-387.797465,5366.681881
1,1,1,0,558.2432978,304.6874903,53.32060619,262.256478,-385.063338,5351.104044
1,1,1,0,547.490338,317.7550318,53.71268436,267.204542,-382.194109,5334.208308
1,1,1,0,536.5998508,330.7494501,54.09075692,272.009199,-379.185862,5315.984762
1,1,1,0,525.5751141,343.6665147,54.45442474,276.685684,-376.038322,5296.4406
1,1,1,0,514.4222142,356.5009245,54.8043275,281.270121,-372.792541,5275.583654
1,1,1,0,503.1477335,369.2465137,55.14101117,285.814298,-369.471135,5253.43258
1,1,1,0,491.7571158,381.8985179,55.46462073,290.343306,-366.106785,5229.989666
1,1,1,0,480.2532541,394.4535845,55.77457637,294.861567,-362.688128,5205.260137
1,1,1,0,468.637167,406.9107285,56.0706303,299.340074,-359.202371,5179.242475
1,1,1,0,456.9088092,419.269492,56.35284188,303.748104,-355.605789,5151.950023
1,1,1,0,445.068733,431.5292474,56.62159324,308.052547,-351.883224,5123.389612
1,1,1,0,433.1186825,443.687193,56.87668839,312.245065,-348.021916,5093.571714
1,1,1,0,421.0622163,455.7390008,57.11766837,316.329123,-344.051719,5062.493843
1,1,1,0,408.9039839,467.6789646,57.34397435,320.330142,-339.995128,5030.162632
1,1,1,0,396.6490661,479.5020589,57.55567117,324.268296,-335.88885,4996.582877
1,1,1,0,384.3015896,491.2042134,57.75298701,328.160492,-331.735316,4961.771034
1,1,1,0,371.8643988,502.7832694,57.93616886,331.998722,-327.53622,4925.734693
1,1,1,0,359.3389989,514.2379011,58.10500343,335.767674,-323.262544,4888.485173
1,1,1,0,346.7267276,525.5674527,58.25935182,339.44174,-318.899394,4850.026104
1,1,1,0,334.0294892,536.7704287,58.3991822,343.010877,-314.422526,4810.371324
1,1,1,0,321.25051,547.8444834,58.52479985,346.472698,-309.838749,4769.530491
1,1,1,0,308.3939113,558.7857574,58.63627255,349.843208,-305.153794,4727.518851
1,1,1,0,295.4643009,569.5899847,58.73349197,353.135673,-300.397361,4684.341695
1,1,1,0,282.4658317,580.2528262,58.81609041,356.364866,-295.581055,4640.009396
1,1,1,0,269.4019571,590.771144,58.88396827,359.52917,-290.720375,4594.528125
1,1,1,0,256.2751379,601.1426788,58.93714598,362.622227,-285.802726,4547.913359
1,1,1,0,243.0873687,611.3661531,58.97579498,365.625084,-280.821926,4500.175185
1,1,1,0,229.840565,621.4401033,58.99983643,368.525168,-275.757889,4451.328123
1,1,1,0,216.5373595,631.362781,59.00918913,371.311875,-270.611506,4401.379851
1,1,1,0,203.1812189,641.131493,59.00376217,373.991277,-265.379312,4350.345054
1,1,1,0,189.7764574,650.7432075,58.98373268,376.572713,-260.07817,4298.235139
1,1,1,0,176.3275091,660.1945304,58.9492337,379.072771,-254.713932,4245.06775
1,1,1,0,162.8384891,669.4825626,58.90036229,381.497468,-249.301866,4190.853821
1,1,1,0,149.3126909,678.6048096,58.83698886,383.848685,-243.837847,4135.608059
1,1,1,0,135.7528178,687.5595971,58.75906674,386.115301,-238.322997,4079.340298
1,1,1,0,122.161202,696.3454232,58.66657905,388.287713,-232.742939,4022.066939
1,1,1,0,108.540403,704.960877,58.55965462,390.353656,-227.096826,3963.800478
1,1,1,0,94.89338242,713.4039267,58.43829309,392.311425,-221.37852,3904.557789
1,1,1,0,81.22373254,721.6721805,58.30247759,394.161427,-215.599857,3844.350158
1,1,1,0,67.53538447,729.7627951,58.15212055,395.913254,-209.765611,3783.1937
1,1,1,0,53.83241764,737.6731806,57.98730194,397.572769,-203.890335,3721.101406
1,1,1,0,40.1185868,745.4010099,57.80812191,399.146759,-197.97349,3658.09191
1,1,1,0,26.39724766,752.9446178,57.61473226,400.632122,-192.019069,3594.179545
1,1,1,0,12.671289,760.3025896,57.40714639,402.025052,-186.017095,3529.382076
1,1,1,0,-1.056486385,767.4737794,57.18540023,403.316188,-179.966512,3463.712901
1,1,1,0,-14.78315794,774.4567657,56.94951033,404.502395,-173.859224,3397.190071
1,1,1,0,-28.5053912,781.2499328,56.69960336,405.581143,-167.701072,3329.828546
1,1,1,0,-42.21956722,787.8512098,56.43574569,406.557701,-161.4932,3261.647202
1,1,1,0,-55.92186964,794.2584846,56.15799994,407.435336,-155.248104,3192.660636
1,1,1,0,-69.60861561,800.469635,55.86634324,408.219779,-148.968644,3122.886877
1,1,1,0,-83.27632329,806.4829847,55.56083469,408.910249,-142.66263,3052.340918
1,1,1,0,-96.92183943,812.2971477,55.24154779,409.50602,-136.325354,2981.042196
1,1,1,0,-110.5421569,817.9111264,54.90862869,410.000954,-129.95752,2909.007134
1,1,1,0,-124.1343256,823.3238853,54.56215292,410.392224,-123.55189,2836.255356
1,1,1,0,-137.6951904,828.5343593,54.20220896,410.675991,-117.11128,2762.802944
1,1,1,0,-151.2213791,833.5411803,53.82885187,410.854774,-110.63404,2688.669478
1,1,1,0,-164.7092685,838.342915,53.44221412,410.930641,-104.128442,2613.871909
1,1,1,0,-178.1552185,842.9380165,53.0424062,410.909323,-97.596268,2538.43062
1,1,1,0,-191.5556819,847.3251519,52.6295549,410.792074,-91.045416,2462.362848
1,1,1,0,-204.9073834,851.5031347,52.20371802,410.58028,-84.474599,2385.68847
1,1,1,0,-218.2072346,855.4711045,51.76498667,410.270058,-77.887029,2308.424602
1,1,1,0,-231.4522871,859.2282858,51.31344586,409.85923,-71.278009,2230.591627
1,1,1,0,-244.6395252,862.7740077,50.84923967,409.343693,-64.649717,2152.207574
1,1,1,0,-257.7658258,866.1074372,50.37247726,408.723832,-57.999744,2073.293255
1,1,1,0,-270.8278722,869.22769,49.8832816,407.999702,-51.334008,1993.86671
1,1,1,0,-283.8222669,872.1337524,49.38174258,407.175285,-44.653664,1913.948608
1,1,1,0,-296.7455794,874.8247325,48.86800028,406.252374,-37.965697,1833.557462
1,1,1,0,-309.5945117,877.2998296,48.34218857,405.233961,-31.270019,1752.714568
1,1,1,0,-322.3659069,879.5585007,47.80446992,404.118968,-24.570458,1671.438912
1,1,1,0,-335.0567863,881.6003041,47.25496369,402.906988,-17.864066,1589.751691
1,1,1,0,-347.6642179,883.4249403,46.6938045,401.594875,-11.152988,1507.671759
1,1,1,0,-360.185264,885.0320513,46.12111016,400.182332,-4.434837,1425.220368
1,1,1,0,-372.6168711,886.4212762,45.53703848,398.668391,2.286262,1342.416834
1,1,1,0,-384.955916,887.5921417,44.94172884,397.055505,9.009836,1259.282717
1,1,1,0,-397.1992194,888.5442182,44.33533524,395.344818,15.729868,1175.837443
1,1,1,0,-409.343664,889.277099,43.71798381,393.539168,22.445368,1092.102462
1,1,1,0,-421.3862106,889.7905671,43.0898299,391.638566,29.151771,1008.097354
1,1,1,0,-433.3239548,890.0845208,42.45102452,389.643859,35.850375,923.843877
1,1,1,0,-445.154062,890.1590305,41.80174776,387.553309,42.538903,839.362062
1,1,1,0,-456.8737503,890.0141826,41.14215687,385.366971,49.219379,754.673711
1,1,1,0,-468.4801992,889.6501034,40.47242061,383.083778,55.888932,669.7988
1,1,1,0,-479.9705542,889.0668486,39.79269053,380.705336,62.547749,584.759087
1,1,1,0,-491.3419044,888.2644987,39.10314427,378.232437,69.191199,499.574691
1,1,1,0,-502.5913614,887.243124,38.40394913,375.667732,75.818325,414.267546
1,1,1,0,-513.7160834,886.0029106,37.69528718,373.011903,82.42465,328.857903
1,1,1,0,-524.71334,884.5441217,36.97731975,370.26638,89.010174,243.367542
1,1,1,0,-535.5804814,882.8671732,36.25022419,367.43036,95.572026,157.816703
1,1,1,0,-546.3149339,880.9725391,35.51417101,364.504173,102.111328,72.22721
1,1,1,0,-556.9141292,878.8607749,34.76935339,361.486972,108.625649,-13.380466
1,1,1,0,-567.3754987,876.532416,34.01595275,358.379868,115.115429,-98.984457
1,1,1,0,-577.6964387,873.988026,33.25416145,355.183334,121.577126,-184.564336
1,1,1,0,-587.874354,871.2281542,32.4841583,351.899625,128.00997,-270.098345
1,1,1,0,-597.9066668,868.2534271,31.70613923,348.529775,134.410045,-355.566046
1,1,1,0,-607.790875,865.0645258,30.92029391,345.075709,140.776889,-440.94567
1,1,1,0,-617.5245489,861.6622542,30.12682578,341.537603,147.107543,-526.216713
1,1,1,0,-627.1053483,858.0474791,29.32592481,337.916337,153.402436,-611.35756
1,1,1,0,-636.5309767,854.2211563,28.51779041,334.211449,159.659269,-696.347817
1,1,1,0,-645.7991706,850.1842546,27.70261389,330.423885,165.878317,-781.16599
1,1,1,0,-654.9076596,845.9377849,26.88060179,326.553887,172.056775,-865.791718
1,1,1,0,-663.8541841,841.4827525,26.05195389,322.603303,178.194038,-950.203518
1,1,1,0,-672.6364954,836.8202171,25.21687964,318.573145,184.28674,-1034.381128
1,1,1,0,-681.2523978,831.9512734,24.37557871,314.465404,190.334122,-1118.303263
1,1,1,0,-689.6997514,826.8771134,23.52826189,310.280806,196.33328,-1201.949749
1,1,1,0,-697.9764958,821.5989922,22.6751353,306.020715,202.284159,-1285.299422
1,1,1,0,-706.0806264,816.1182569,21.81641658,301.685285,208.18457,-1368.332185
1,1,1,0,-714.0101925,810.4362885,20.95231533,297.275605,214.034678,-1451.027039
1,1,1,0,-721.7632648,804.5545181,20.08304793,292.792038,219.832195,-1533.364074
1,1,1,0,-729.3379406,798.4743828,19.2088234,288.236179,225.576703,-1615.322522
1,1,1,0,-736.732332,792.197363,18.32986047,283.608996,231.265408,-1696.882627
1,1,1,0,-743.9445939,785.7249635,17.44637322,278.912436,236.897529,-1778.023819
1,1,1,0,-750.9729278,779.058761,16.55858352,274.147511,242.470371,-1858.726496
1,1,1,0,-757.8156058,772.2003837,15.66670627,269.315827,247.98345,-1938.970352
1,1,1,0,-764.4709598,765.151543,14.77096339,264.417967,253.434654,-2018.735994
1,1,1,0,-770.9373837,757.9139949,13.87157258,259.455218,258.823884,-2098.003369
1,1,1,0,-777.2133091,750.4895549,12.96875999,254.42813,264.149182,-2176.753271
1,1,1,0,-783.297206,742.8800581,12.0627469,249.338232,269.410273,-2254.965878
1,1,1,0,-789.1875691,735.0873802,11.15376,244.186503,274.604891,-2332.62227
1,1,1,0,-794.8829337,727.1134171,10.24202023,238.974835,279.732354,-2409.702922
1,1,1,0,-800.3818767,718.9601187,9.327754705,233.704405,284.790341,-2486.189189
1,1,1,0,-805.6830367,710.6294762,8.411186878,228.377006,289.778225,-2562.061832
1,1,1,0,-810.7851105,702.1235495,7.49254601,222.993595,294.694037,-2637.30247
1,1,1,0,-815.6868616,693.4444428,6.572056372,217.555635,299.537458,-2711.892216
1,1,1,0,-820.3871036,684.5943183,5.649946584,212.063907,304.306783,-2785.812986
1,1,1,0,-824.8846992,675.575366,4.726441241,206.519907,309.001693,-2859.046245
1,1,1,0,-829.1785457,666.3898173,3.801770424,200.924669,313.620362,-2931.574228
1,1,1,0,-833.2675827,657.0399245,2.876160822,195.279953,318.162229,-3003.37873
1,1,1,0,-837.1507894,647.5279834,1.949843198,189.587057,322.625336,-3074.442327
1,1,1,0,-840.8272009,637.8563218,1.023043995,183.847829,327.009067,-3144.747199
1,1,1,0,-844.2959068,628.0273232,0.095993494,178.063479,331.31164,-3214.276274
1,1,1,0,-847.5560611,618.0434113,-0.831081186,172.235646,335.532692,-3283.012139
1,1,1,0,-850.606873,607.9070631,-1.757948969,166.365386,339.670683,-3350.938085
1,1,1,0,-853.4476081,597.6207867,-2.684382495,160.454239,343.725349,-3418.037095
1,1,1,0,-856.0775762,587.1871295,-3.610151752,154.503327,347.695194,-3484.292867
1,1,1,0,-858.4961346,576.60866,-4.535030427,148.514355,351.579767,-3549.688802
1,1,1,0,-860.7026824,565.8879826,-5.458789062,142.488665,355.377473,-3614.209016
1,1,1,0,-862.696671,555.0277272,-6.381201096,136.428072,359.087784,-3677.837372
1,1,1,0,-864.4776032,544.0305675,-7.30203729,130.333962,362.70916,-3740.55836
1,1,1,0,-866.0450432,532.8992103,-8.221071864,124.208051,366.241194,-3802.356316
1,1,1,0,-867.3986111,521.6364085,-9.138076903,118.051582,369.682577,-3863.216192
1,1,1,0,-868.5379861,510.244945,-10.05282746,111.866183,373.033056,-3923.122775
1,1,1,0,-869.4628969,498.7276402,-10.96509628,105.653097,376.29141,-3982.061479
1,1,1,0,-870.1731234,487.0873358,-11.87465915,99.414007,379.457342,-4040.017553
1,1,1,0,-870.6684906,475.3269035,-12.78129038,93.150299,382.529598,-4096.976895
1,1,1,0,-870.948875,463.4492354,-13.68476761,86.863766,385.507782,-4152.925271
1,1,1,0,-871.0142033,451.4572565,-14.58486706,80.555849,388.390651,-4207.849063
1,1,1,0,-870.8644595,439.3539178,-15.4813677,74.228341,391.177842,-4261.734532
1,1,1,0,-870.4996831,427.1422069,-16.37404718,67.882606,393.868277,-4314.568555
1,1,1,0,-869.9199726,414.8251373,-17.26268623,61.520338,396.461736,-4366.337932
1,1,1,0,-869.1254792,402.4057549,-18.14706475,55.142868,398.957251,-4417.030057
